2e-38, 1.0806e-38
4e-38, 2.16121e-38
6e-38, 3.24181e-38
8e-38, 4.32242e-38
1e-37, 5.40302e-38
1.2e-37, 6.48363e-38
1.4e-37, 7.56423e-38
1.6e-37, 8.64484e-38
1.8e-37, 9.72544e-38
2e-37, 1.0806e-37
2.2e-37, 1.18866e-37
2.4e-37, 1.29673e-37
2.6e-37, 1.40479e-37
2.8e-37, 1.51285e-37
3e-37, 1.62091e-37
3.2e-37, 1.72897e-37
3.4e-37, 1.83703e-37
3.6e-37, 1.94509e-37
3.8e-37, 2.05315e-37
4e-37, 2.16121e-37
4.2e-37, 2.26927e-37
4.4e-37, 2.37733e-37
4.6e-37, 2.48539e-37
4.8e-37, 2.59345e-37
5e-37, 2.70151e-37
5.2e-37, 2.80957e-37
5.4e-37, 2.91763e-37
5.6e-37, 3.02569e-37
5.8e-37, 3.13375e-37
6e-37, 3.24181e-37
6.2e-37, 3.34987e-37
6.4e-37, 3.45793e-37
6.6e-37, 3.56599e-37
6.8e-37, 3.67406e-37
7e-37, 3.78212e-37
7.2e-37, 3.89018e-37
7.4e-37, 3.99824e-37
7.6e-37, 4.1063e-37
7.8e-37, 4.21436e-37
8e-37, 4.32242e-37
8.2e-37, 4.43048e-37
8.4e-37, 4.53854e-37
8.6e-37, 4.6466e-37
8.8e-37, 4.75466e-37
9e-37, 4.86272e-37
9.2e-37, 4.97078e-37
9.4e-37, 5.07884e-37
9.6e-37, 5.1869e-37
9.8e-37, 5.29496e-37
1e-36, 5.40302e-37
1.02e-36, 5.51108e-37
1.04e-36, 5.61914e-37
1.06e-36, 5.7272e-37
1.08e-36, 5.83526e-37
1.1e-36, 5.94333e-37
1.12e-36, 6.05139e-37
1.14e-36, 6.15945e-37
1.16e-36, 6.26751e-37
1.18e-36, 6.37557e-37
1.2e-36, 6.48363e-37
1.22e-36, 6.59169e-37
1.24e-36, 6.69975e-37
1.26e-36, 6.80781e-37
1.28e-36, 6.91587e-37
1.3e-36, 7.02393e-37
1.32e-36, 7.13199e-37
1.34e-36, 7.24005e-37
1.36e-36, 7.34811e-37
1.38e-36, 7.45617e-37
1.4e-36, 7.56423e-37
1.42e-36, 7.67229e-37
1.44e-36, 7.78035e-37
1.46e-36, 7.88841e-37
1.48e-36, 7.99647e-37
1.5e-36, 8.10453e-37
1.52e-36, 8.21259e-37
1.54e-36, 8.32066e-37
1.56e-36, 8.42872e-37
1.58e-36, 8.53678e-37
1.6e-36, 8.64484e-37
1.62e-36, 8.7529e-37
1.64e-36, 8.86096e-37
1.66e-36, 8.96902e-37
1.68e-36, 9.07708e-37
1.7e-36, 9.18514e-37
1.72e-36, 9.2932e-37
1.74e-36, 9.40126e-37
1.76e-36, 9.50932e-37
1.78e-36, 9.61738e-37
1.8e-36, 9.72544e-37
1.82e-36, 9.8335e-37
1.84e-36, 9.94156e-37
1.86e-36, 1.00496e-36
1.88e-36, 1.01577e-36
1.9e-36, 1.02657e-36
1.92e-36, 1.03738e-36
1.94e-36, 1.04819e-36
1.96e-36, 1.05899e-36
1.98e-36, 1.0698e-36
2e-36, 1.0806e-36
6e-08, 1.19209e-07
